id,Name,GEN_GRAIN,SOIL_GROUP,Soil_Metric,Land_Cover_Type,value,metal,HM_unit,HM_name,PH_07,LOI_07
LEEDS_492930ce93d0,Bennetts Court,,,Heavy Metals,,23.77,Cu,mg/kg,Copper,,
LEEDS_492930ce93d0,Bennetts Court,,,Heavy Metals,,0.23,P2O5,w%,Phosphorus,,
LEEDS_492930ce93d0,Bennetts Court,MIXED (ARGILLIC-RUDACEOUS),MEDIUM TO LIGHT(SILTY) TO HEAVY,Soil Parent,,,,,,,
LEEDS_492930ce93d0,Bennetts Court,,,Land Cover,Suburban,,,,,,
LEEDS_732924f7beec,St Martins Field,MIXED (ARGILLIC-RUDACEOUS),MEDIUM TO LIGHT(SILTY) TO HEAVY,Soil Parent,,,,,,,
LEEDS_732924f7beec,St Martins Field,,,Land Cover,Suburban,,,,,,
LEEDS_732924f7beec,St Martins Field,,,Heavy Metals,,0.23,P2O5,w%,Phosphorus,,
LEEDS_732924f7beec,St Martins Field,,,Heavy Metals,,26.75,Ni,mg/kg,Nickel,,
LEEDS_732924f7beec,St Martins Field,,,Heavy Metals,,13.27,As,mg/kg,Arsenic,,
LEEDS_732924f7beec,St Martins Field,,,Heavy Metals,,1.24,Se,mg/kg,Selenium,,
LEEDS_732924f7beec,St Martins Field,,,Heavy Metals,,95.9,Pb,mg/kg,Lead,,
LEEDS_732924f7beec,St Martins Field,,,Heavy Metals,,244.14,Zr,mg/kg,Zirconium,,
LEEDS_732924f7beec,St Martins Field,,,Heavy Metals,,0.68,Cd,mg/kg,Cadmium,,
LEEDS_732924f7beec,St Martins Field,,,Heavy Metals,,27.09,Cu,mg/kg,Copper,,
LEEDS_861a05b28663,Westbourne Park,,,Soil SOM,,,,,,,16.67
LEEDS_861a05b28663,Westbourne Park,,,Soil pH,,,,,,5.5,
LEEDS_861a05b28663,Westbourne Park,,,Heavy Metals,,11.76,As,mg/kg,Arsenic,,
LEEDS_861a05b28663,Westbourne Park,,,Heavy Metals,,0.25,P2O5,w%,Phosphorus,,
LEEDS_861a05b28663,Westbourne Park,,,Heavy Metals,,1.21,Se,mg/kg,Selenium,,
LEEDS_861a05b28663,Westbourne Park,,,Heavy Metals,,84.14,Pb,mg/kg,Lead,,
LEEDS_861a05b28663,Westbourne Park,,,Heavy Metals,,0.76,Cd,mg/kg,Cadmium,,
LEEDS_861a05b28663,Westbourne Park,,,Heavy Metals,,193.2,Zr,mg/kg,Zirconium,,
LEEDS_861a05b28663,Westbourne Park,,,Heavy Metals,,34.93,Cu,mg/kg,Copper,,
LEEDS_861a05b28663,Westbourne Park,,,Heavy Metals,,8.33,Ni,mg/kg,Nickel,,
LEEDS_861a05b28663,Westbourne Park,,,Land Cover,Suburban,,,,,,
LEEDS_861a05b28663,Westbourne Park,MIXED (ARGILLIC-RUDACEOUS),MEDIUM TO LIGHT(SILTY) TO HEAVY,Soil Parent,,,,,,,
LEEDS_341b7673fdc9,Woodlesford Lock,,,Soil SOM,,,,,,,5.65
LEEDS_341b7673fdc9,Woodlesford Lock,,,Soil pH,,,,,,7.05,
LEEDS_341b7673fdc9,Woodlesford Lock,,,Land Cover,Suburban,,,,,,
LEEDS_341b7673fdc9,Woodlesford Lock,ARGILLIC - ARENACEOUS,HEAVY TO MEDIUM,Soil Parent,,,,,,,
LEEDS_341b7673fdc9,Woodlesford Lock,,,Heavy Metals,,0.24,P2O5,w%,Phosphorus,,
LEEDS_341b7673fdc9,Woodlesford Lock,,,Heavy Metals,,19.7,Ni,mg/kg,Nickel,,
LEEDS_341b7673fdc9,Woodlesford Lock,,,Heavy Metals,,36.27,Cu,mg/kg,Copper,,
LEEDS_341b7673fdc9,Woodlesford Lock,,,Heavy Metals,,14.04,As,mg/kg,Arsenic,,
LEEDS_341b7673fdc9,Woodlesford Lock,,,Heavy Metals,,328.95,Zr,mg/kg,Zirconium,,
LEEDS_341b7673fdc9,Woodlesford Lock,,,Heavy Metals,,0.48,Cd,mg/kg,Cadmium,,
LEEDS_341b7673fdc9,Woodlesford Lock,,,Heavy Metals,,1.08,Se,mg/kg,Selenium,,
LEEDS_341b7673fdc9,Woodlesford Lock,,,Heavy Metals,,66.13,Pb,mg/kg,Lead,,
LEEDS_990f40b5c6ef,Gledhow Valley Woods Action Morning,,,Land Cover,Deciduous woodland,,,,,,
LEEDS_990f40b5c6ef,Gledhow Valley Woods Action Morning,ARENACEOUS,LIGHT(SILTY) TO MEDIUM(SILTY),Soil Parent,,,,,,,
LEEDS_990f40b5c6ef,Gledhow Valley Woods Action Morning,,,Heavy Metals,,0.27,P2O5,w%,Phosphorus,,
LEEDS_990f40b5c6ef,Gledhow Valley Woods Action Morning,,,Heavy Metals,,251.66,Zr,mg/kg,Zirconium,,
LEEDS_990f40b5c6ef,Gledhow Valley Woods Action Morning,,,Heavy Metals,,17.64,As,mg/kg,Arsenic,,
LEEDS_990f40b5c6ef,Gledhow Valley Woods Action Morning,,,Heavy Metals,,0.75,Se,mg/kg,Selenium,,
LEEDS_990f40b5c6ef,Gledhow Valley Woods Action Morning,,,Heavy Metals,,0.34,Cd,mg/kg,Cadmium,,
LEEDS_990f40b5c6ef,Gledhow Valley Woods Action Morning,,,Heavy Metals,,24.24,Cu,mg/kg,Copper,,
LEEDS_990f40b5c6ef,Gledhow Valley Woods Action Morning,,,Heavy Metals,,21.94,Ni,mg/kg,Nickel,,
LEEDS_990f40b5c6ef,Gledhow Valley Woods Action Morning,,,Heavy Metals,,82.69,Pb,mg/kg,Lead,,
LEEDS_b5317ef78750,Allotments Group,,,Heavy Metals,,0.33,P2O5,w%,Phosphorus,,
LEEDS_b5317ef78750,Allotments Group,,,Heavy Metals,,34.73,As,mg/kg,Arsenic,,
LEEDS_b5317ef78750,Allotments Group,,,Heavy Metals,,0.51,Cd,mg/kg,Cadmium,,
LEEDS_b5317ef78750,Allotments Group,,,Heavy Metals,,230.53,Zr,mg/kg,Zirconium,,
LEEDS_b5317ef78750,Allotments Group,,,Heavy Metals,,114.82,Pb,mg/kg,Lead,,
LEEDS_b5317ef78750,Allotments Group,,,Land Cover,Urban,,,,,,
LEEDS_b5317ef78750,Allotments Group,,,Heavy Metals,,32.56,Ni,mg/kg,Nickel,,
LEEDS_b5317ef78750,Allotments Group,,,Heavy Metals,,57.19,Cu,mg/kg,Copper,,
LEEDS_b5317ef78750,Allotments Group,,,Heavy Metals,,1.0,Se,mg/kg,Selenium,,
LEEDS_b5317ef78750,Allotments Group,ARGILLIC - ARENACEOUS,MEDIUM TO HEAVY,Soil Parent,,,,,,,
LEEDS_d5144926da98,Lincoln Greeners Gardening Group,,,Land Cover,Suburban,,,,,,
LEEDS_d5144926da98,Lincoln Greeners Gardening Group,,,Heavy Metals,,0.39,Cd,mg/kg,Cadmium,,
LEEDS_d5144926da98,Lincoln Greeners Gardening Group,ARGILLIC - ARENACEOUS,MEDIUM TO HEAVY,Soil Parent,,,,,,,
LEEDS_d5144926da98,Lincoln Greeners Gardening Group,,,Heavy Metals,,93.41,Pb,mg/kg,Lead,,
LEEDS_d5144926da98,Lincoln Greeners Gardening Group,,,Heavy Metals,,0.87,Se,mg/kg,Selenium,,
LEEDS_d5144926da98,Lincoln Greeners Gardening Group,,,Heavy Metals,,41.71,Cu,mg/kg,Copper,,
LEEDS_d5144926da98,Lincoln Greeners Gardening Group,,,Heavy Metals,,23.0,As,mg/kg,Arsenic,,
LEEDS_d5144926da98,Lincoln Greeners Gardening Group,,,Heavy Metals,,24.8,Ni,mg/kg,Nickel,,
LEEDS_d5144926da98,Lincoln Greeners Gardening Group,,,Heavy Metals,,256.37,Zr,mg/kg,Zirconium,,
LEEDS_d5144926da98,Lincoln Greeners Gardening Group,,,Heavy Metals,,0.28,P2O5,w%,Phosphorus,,
LEEDS_0c7f824eb651,Gipton Growers,,,Land Cover,Suburban,,,,,,
LEEDS_0c7f824eb651,Gipton Growers,,,Heavy Metals,,0.79,Se,mg/kg,Selenium,,
LEEDS_0c7f824eb651,Gipton Growers,,,Heavy Metals,,44.73,Cu,mg/kg,Copper,,
LEEDS_0c7f824eb651,Gipton Growers,,,Heavy Metals,,21.57,As,mg/kg,Arsenic,,
LEEDS_0c7f824eb651,Gipton Growers,,,Heavy Metals,,233.71,Zr,mg/kg,Zirconium,,
LEEDS_0c7f824eb651,Gipton Growers,,,Heavy Metals,,0.35,Cd,mg/kg,Cadmium,,
LEEDS_0c7f824eb651,Gipton Growers,,,Heavy Metals,,89.42,Pb,mg/kg,Lead,,
LEEDS_0c7f824eb651,Gipton Growers,,,Heavy Metals,,24.48,Ni,mg/kg,Nickel,,
LEEDS_0c7f824eb651,Gipton Growers,,,Heavy Metals,,0.29,P2O5,w%,Phosphorus,,
LEEDS_0c7f824eb651,Gipton Growers,ARGILLIC - ARENACEOUS,MEDIUM TO HEAVY,Soil Parent,,,,,,,
LEEDS_7025ca8d7c0c,Food Garden,MIXED (ARGILLIC-RUDACEOUS),MEDIUM TO LIGHT(SILTY) TO HEAVY,Soil Parent,,,,,,,
LEEDS_7025ca8d7c0c,Food Garden,,,Heavy Metals,,85.46,Pb,mg/kg,Lead,,
LEEDS_7025ca8d7c0c,Food Garden,,,Heavy Metals,,0.94,Se,mg/kg,Selenium,,
LEEDS_7025ca8d7c0c,Food Garden,,,Heavy Metals,,0.26,P2O5,w%,Phosphorus,,
LEEDS_7025ca8d7c0c,Food Garden,,,Heavy Metals,,16.37,As,mg/kg,Arsenic,,
LEEDS_7025ca8d7c0c,Food Garden,,,Heavy Metals,,24.09,Ni,mg/kg,Nickel,,
LEEDS_7025ca8d7c0c,Food Garden,,,Heavy Metals,,0.49,Cd,mg/kg,Cadmium,,
LEEDS_7025ca8d7c0c,Food Garden,,,Heavy Metals,,29.1,Cu,mg/kg,Copper,,
LEEDS_7025ca8d7c0c,Food Garden,,,Heavy Metals,,264.43,Zr,mg/kg,Zirconium,,
LEEDS_7025ca8d7c0c,Food Garden,,,Land Cover,Suburban,,,,,,
LEEDS_9df5ae5df3ca,Incredible Edible Garforth,,,Heavy Metals,,317.12,Zr,mg/kg,Zirconium,,
LEEDS_9df5ae5df3ca,Incredible Edible Garforth,,,Heavy Metals,,56.79,Pb,mg/kg,Lead,,
LEEDS_9df5ae5df3ca,Incredible Edible Garforth,,,Heavy Metals,,20.28,Cu,mg/kg,Copper,,
LEEDS_9df5ae5df3ca,Incredible Edible Garforth,,,Heavy Metals,,0.7,Se,mg/kg,Selenium,,
LEEDS_9df5ae5df3ca,Incredible Edible Garforth,,,Heavy Metals,,0.49,Cd,mg/kg,Cadmium,,
LEEDS_9df5ae5df3ca,Incredible Edible Garforth,,,Heavy Metals,,25.43,Ni,mg/kg,Nickel,,
LEEDS_9df5ae5df3ca,Incredible Edible Garforth,,,Heavy Metals,,16.73,As,mg/kg,Arsenic,,
LEEDS_9df5ae5df3ca,Incredible Edible Garforth,,,Heavy Metals,,0.21,P2O5,w%,Phosphorus,,
LEEDS_9df5ae5df3ca,Incredible Edible Garforth,,,Land Cover,Suburban,,,,,,
LEEDS_9df5ae5df3ca,Incredible Edible Garforth,ARENACEOUS,LIGHT(SILTY) TO MEDIUM(SILTY),Soil Parent,,,,,,,
LEEDS_322650cf5af5,Incredible Edible Kippax,ARGILLIC - ARENACEOUS,LIGHT(SILTY) TO MEDIUM(SILTY),Soil Parent,,,,,,,
LEEDS_322650cf5af5,Incredible Edible Kippax,,,Heavy Metals,,263.28,Zr,mg/kg,Zirconium,,
LEEDS_322650cf5af5,Incredible Edible Kippax,,,Heavy Metals,,0.79,Se,mg/kg,Selenium,,
LEEDS_322650cf5af5,Incredible Edible Kippax,,,Heavy Metals,,27.61,Cu,mg/kg,Copper,,
LEEDS_322650cf5af5,Incredible Edible Kippax,,,Land Cover,Suburban,,,,,,
LEEDS_322650cf5af5,Incredible Edible Kippax,,,Heavy Metals,,0.21,P2O5,w%,Phosphorus,,
LEEDS_322650cf5af5,Incredible Edible Kippax,,,Heavy Metals,,61.1,Pb,mg/kg,Lead,,
LEEDS_322650cf5af5,Incredible Edible Kippax,,,Heavy Metals,,24.78,Ni,mg/kg,Nickel,,
LEEDS_322650cf5af5,Incredible Edible Kippax,,,Heavy Metals,,0.47,Cd,mg/kg,Cadmium,,
LEEDS_322650cf5af5,Incredible Edible Kippax,,,Heavy Metals,,15.59,As,mg/kg,Arsenic,,
LEEDS_f373e52c3b49,Incredible Edible South Milford,,,,,,,,,,
LEEDS_e0ab03cecc90,Incredible Edible Aireborough,,,Heavy Metals,,0.29,P2O5,w%,Phosphorus,,
LEEDS_e0ab03cecc90,Incredible Edible Aireborough,,,Heavy Metals,,18.93,As,mg/kg,Arsenic,,
LEEDS_e0ab03cecc90,Incredible Edible Aireborough,,,Heavy Metals,,257.35,Zr,mg/kg,Zirconium,,
LEEDS_e0ab03cecc90,Incredible Edible Aireborough,,,Heavy Metals,,0.9,Se,mg/kg,Selenium,,
LEEDS_e0ab03cecc90,Incredible Edible Aireborough,,,Heavy Metals,,23.06,Ni,mg/kg,Nickel,,
LEEDS_e0ab03cecc90,Incredible Edible Aireborough,,,Heavy Metals,,97.09,Pb,mg/kg,Lead,,
LEEDS_e0ab03cecc90,Incredible Edible Aireborough,,,Heavy Metals,,0.57,Cd,mg/kg,Cadmium,,
LEEDS_e0ab03cecc90,Incredible Edible Aireborough,,,Heavy Metals,,36.73,Cu,mg/kg,Copper,,
LEEDS_e0ab03cecc90,Incredible Edible Aireborough,,,Land Cover,Suburban,,,,,,
LEEDS_e0ab03cecc90,Incredible Edible Aireborough,MIXED (ARGILLIC-RUDACEOUS),MEDIUM TO LIGHT(SILTY) TO HEAVY,Soil Parent,,,,,,,
LEEDS_a5f6bf072577,Incredible Edible Moortown,,,Heavy Metals,,23.8,Ni,mg/kg,Nickel,,
LEEDS_a5f6bf072577,Incredible Edible Moortown,,,Heavy Metals,,77.75,Pb,mg/kg,Lead,,
LEEDS_a5f6bf072577,Incredible Edible Moortown,,,Heavy Metals,,0.25,P2O5,w%,Phosphorus,,
LEEDS_a5f6bf072577,Incredible Edible Moortown,,,Heavy Metals,,231.37,Zr,mg/kg,Zirconium,,
LEEDS_a5f6bf072577,Incredible Edible Moortown,,,Heavy Metals,,0.45,Cd,mg/kg,Cadmium,,
LEEDS_a5f6bf072577,Incredible Edible Moortown,,,Heavy Metals,,24.5,Cu,mg/kg,Copper,,
LEEDS_a5f6bf072577,Incredible Edible Moortown,,,Heavy Metals,,0.74,Se,mg/kg,Selenium,,
LEEDS_a5f6bf072577,Incredible Edible Moortown,,,Heavy Metals,,20.36,As,mg/kg,Arsenic,,
LEEDS_a5f6bf072577,Incredible Edible Moortown,,,Land Cover,Urban,,,,,,
LEEDS_a5f6bf072577,Incredible Edible Moortown,ARGILLIC - ARENACEOUS,LIGHT(SILTY) TO MEDIUM(SILTY) TO HEAVY,Soil Parent,,,,,,,
LEEDS_cc768279301a,Incredible Edible Morley,ARENACEOUS,MEDIUM TO HEAVY,Soil Parent,,,,,,,
LEEDS_cc768279301a,Incredible Edible Morley,,,Heavy Metals,,55.81,Cu,mg/kg,Copper,,
LEEDS_cc768279301a,Incredible Edible Morley,,,Heavy Metals,,271.77,Zr,mg/kg,Zirconium,,
LEEDS_cc768279301a,Incredible Edible Morley,,,Heavy Metals,,86.64,Pb,mg/kg,Lead,,
LEEDS_cc768279301a,Incredible Edible Morley,,,Heavy Metals,,0.35,P2O5,w%,Phosphorus,,
LEEDS_cc768279301a,Incredible Edible Morley,,,Heavy Metals,,32.75,Ni,mg/kg,Nickel,,
LEEDS_cc768279301a,Incredible Edible Morley,,,Heavy Metals,,0.49,Cd,mg/kg,Cadmium,,
LEEDS_cc768279301a,Incredible Edible Morley,,,Heavy Metals,,0.9,Se,mg/kg,Selenium,,
LEEDS_cc768279301a,Incredible Edible Morley,,,Heavy Metals,,26.75,As,mg/kg,Arsenic,,
LEEDS_cc768279301a,Incredible Edible Morley,,,Land Cover,Urban,,,,,,
LEEDS_fb1bd800c5b8,Kirkstall Abbey,ARGILLIC - ARENACEOUS,MEDIUM TO HEAVY,Soil Parent,,,,,,,
LEEDS_fb1bd800c5b8,Kirkstall Abbey,,,Heavy Metals,,0.42,P2O5,w%,Phosphorus,,
LEEDS_fb1bd800c5b8,Kirkstall Abbey,,,Heavy Metals,,100.81,Pb,mg/kg,Lead,,
LEEDS_fb1bd800c5b8,Kirkstall Abbey,,,Heavy Metals,,36.52,Ni,mg/kg,Nickel,,
LEEDS_fb1bd800c5b8,Kirkstall Abbey,,,Heavy Metals,,0.58,Cd,mg/kg,Cadmium,,
LEEDS_fb1bd800c5b8,Kirkstall Abbey,,,Heavy Metals,,310.12,Zr,mg/kg,Zirconium,,
LEEDS_fb1bd800c5b8,Kirkstall Abbey,,,Heavy Metals,,24.75,As,mg/kg,Arsenic,,
LEEDS_fb1bd800c5b8,Kirkstall Abbey,,,Heavy Metals,,1.05,Se,mg/kg,Selenium,,
LEEDS_fb1bd800c5b8,Kirkstall Abbey,,,Heavy Metals,,38.61,Cu,mg/kg,Copper,,
LEEDS_fb1bd800c5b8,Kirkstall Abbey,,,Land Cover,Suburban,,,,,,
LEEDS_28915eff7b2d,St Marys Rooftop Garden,,,Heavy Metals,,0.28,P2O5,w%,Phosphorus,,
LEEDS_28915eff7b2d,St Marys Rooftop Garden,,,Land Cover,Suburban,,,,,,
LEEDS_28915eff7b2d,St Marys Rooftop Garden,,,Heavy Metals,,23.24,Ni,mg/kg,Nickel,,
LEEDS_28915eff7b2d,St Marys Rooftop Garden,,,Heavy Metals,,25.83,Cu,mg/kg,Copper,,
LEEDS_28915eff7b2d,St Marys Rooftop Garden,,,Heavy Metals,,251.37,Zr,mg/kg,Zirconium,,
LEEDS_28915eff7b2d,St Marys Rooftop Garden,,,Heavy Metals,,0.81,Se,mg/kg,Selenium,,
LEEDS_28915eff7b2d,St Marys Rooftop Garden,,,Heavy Metals,,16.95,As,mg/kg,Arsenic,,
LEEDS_28915eff7b2d,St Marys Rooftop Garden,,,Heavy Metals,,0.39,Cd,mg/kg,Cadmium,,
LEEDS_28915eff7b2d,St Marys Rooftop Garden,,,Heavy Metals,,81.5,Pb,mg/kg,Lead,,
LEEDS_28915eff7b2d,St Marys Rooftop Garden,ARENACEOUS,LIGHT(SILTY) TO MEDIUM(SILTY),Soil Parent,,,,,,,
LEEDS_f1a64290cdf4,The Lost Plot,,,Heavy Metals,,112.02,Pb,mg/kg,Lead,,
LEEDS_f1a64290cdf4,The Lost Plot,,,Heavy Metals,,0.3,P2O5,w%,Phosphorus,,
LEEDS_f1a64290cdf4,The Lost Plot,,,Heavy Metals,,268.97,Zr,mg/kg,Zirconium,,
LEEDS_f1a64290cdf4,The Lost Plot,,,Heavy Metals,,0.96,Se,mg/kg,Selenium,,
LEEDS_f1a64290cdf4,The Lost Plot,,,Heavy Metals,,27.83,As,mg/kg,Arsenic,,
LEEDS_f1a64290cdf4,The Lost Plot,,,Heavy Metals,,0.47,Cd,mg/kg,Cadmium,,
LEEDS_f1a64290cdf4,The Lost Plot,,,Heavy Metals,,32.88,Ni,mg/kg,Nickel,,
LEEDS_f1a64290cdf4,The Lost Plot,,,Heavy Metals,,57.88,Cu,mg/kg,Copper,,
LEEDS_f1a64290cdf4,The Lost Plot,,,Land Cover,Suburban,,,,,,
LEEDS_f1a64290cdf4,The Lost Plot,ARGILLIC - ARENACEOUS,MEDIUM TO HEAVY,Soil Parent,,,,,,,
LEEDS_a2f71c25177f,Clarence House,,,Heavy Metals,,27.92,Ni,mg/kg,Nickel,,
LEEDS_a2f71c25177f,Clarence House,,,Heavy Metals,,0.91,Se,mg/kg,Selenium,,
LEEDS_a2f71c25177f,Clarence House,,,Heavy Metals,,100.2,Pb,mg/kg,Lead,,
LEEDS_a2f71c25177f,Clarence House,,,Heavy Metals,,0.44,Cd,mg/kg,Cadmium,,
LEEDS_a2f71c25177f,Clarence House,,,Heavy Metals,,0.28,P2O5,w%,Phosphorus,,
LEEDS_a2f71c25177f,Clarence House,,,Heavy Metals,,334.76,Zr,mg/kg,Zirconium,,
LEEDS_a2f71c25177f,Clarence House,,,Heavy Metals,,55.88,Cu,mg/kg,Copper,,
LEEDS_a2f71c25177f,Clarence House,,,Heavy Metals,,19.82,As,mg/kg,Arsenic,,
LEEDS_a2f71c25177f,Clarence House,,,Land Cover,Urban,,,,,,
LEEDS_a2f71c25177f,Clarence House,ARENACEOUS,LIGHT(SANDY) TO MEDIUM(SANDY),Soil Parent,,,,,,,
LEEDS_01db84b5890c,Armley Colour Garden,ARENACEOUS,LIGHT(SILTY) TO MEDIUM(SILTY),Soil Parent,,,,,,,
LEEDS_01db84b5890c,Armley Colour Garden,,,Heavy Metals,,31.79,As,mg/kg,Arsenic,,
LEEDS_01db84b5890c,Armley Colour Garden,,,Land Cover,Deciduous woodland,,,,,,
LEEDS_01db84b5890c,Armley Colour Garden,,,Heavy Metals,,118.82,Pb,mg/kg,Lead,,
LEEDS_01db84b5890c,Armley Colour Garden,,,Heavy Metals,,280.16,Zr,mg/kg,Zirconium,,
LEEDS_01db84b5890c,Armley Colour Garden,,,Heavy Metals,,59.07,Cu,mg/kg,Copper,,
LEEDS_01db84b5890c,Armley Colour Garden,,,Heavy Metals,,0.42,Cd,mg/kg,Cadmium,,
LEEDS_01db84b5890c,Armley Colour Garden,,,Heavy Metals,,34.53,Ni,mg/kg,Nickel,,
LEEDS_01db84b5890c,Armley Colour Garden,,,Heavy Metals,,0.28,P2O5,w%,Phosphorus,,
LEEDS_01db84b5890c,Armley Colour Garden,,,Heavy Metals,,0.97,Se,mg/kg,Selenium,,
LEEDS_5a25b3d396c1,Pennington Perennials,,,Heavy Metals,,0.4,Cd,mg/kg,Cadmium,,
LEEDS_5a25b3d396c1,Pennington Perennials,,,Heavy Metals,,27.37,Ni,mg/kg,Nickel,,
LEEDS_5a25b3d396c1,Pennington Perennials,,,Heavy Metals,,0.9,Se,mg/kg,Selenium,,
LEEDS_5a25b3d396c1,Pennington Perennials,,,Heavy Metals,,41.02,Cu,mg/kg,Copper,,
LEEDS_5a25b3d396c1,Pennington Perennials,,,Heavy Metals,,255.11,Zr,mg/kg,Zirconium,,
LEEDS_5a25b3d396c1,Pennington Perennials,,,Heavy Metals,,23.42,As,mg/kg,Arsenic,,
LEEDS_5a25b3d396c1,Pennington Perennials,,,Heavy Metals,,101.58,Pb,mg/kg,Lead,,
LEEDS_5a25b3d396c1,Pennington Perennials,,,Heavy Metals,,0.28,P2O5,w%,Phosphorus,,
LEEDS_5a25b3d396c1,Pennington Perennials,,,Land Cover,Urban,,,,,,
LEEDS_5a25b3d396c1,Pennington Perennials,ARGILLIC - ARENACEOUS,MEDIUM TO HEAVY,Soil Parent,,,,,,,
LEEDS_5259999ead6c,Farm Placements,,,,,,,,,,
LEEDS_cbdeec176390,Gardening Volunteers Group,,,Heavy Metals,,0.41,Cd,mg/kg,Cadmium,,
LEEDS_cbdeec176390,Gardening Volunteers Group,,,Heavy Metals,,273.78,Zr,mg/kg,Zirconium,,
LEEDS_cbdeec176390,Gardening Volunteers Group,,,Heavy Metals,,0.91,Se,mg/kg,Selenium,,
LEEDS_cbdeec176390,Gardening Volunteers Group,,,Heavy Metals,,52.74,Cu,mg/kg,Copper,,
LEEDS_cbdeec176390,Gardening Volunteers Group,,,Heavy Metals,,25.63,As,mg/kg,Arsenic,,
LEEDS_cbdeec176390,Gardening Volunteers Group,,,Heavy Metals,,21.94,Ni,mg/kg,Nickel,,
LEEDS_cbdeec176390,Gardening Volunteers Group,,,Heavy Metals,,116.59,Pb,mg/kg,Lead,,
LEEDS_cbdeec176390,Gardening Volunteers Group,,,Land Cover,Urban,,,,,,
LEEDS_cbdeec176390,Gardening Volunteers Group,ARENACEOUS,LIGHT(SILTY) TO MEDIUM(SILTY),Soil Parent,,,,,,,
LEEDS_cbdeec176390,Gardening Volunteers Group,,,Heavy Metals,,0.3,P2O5,w%,Phosphorus,,
LEEDS_8d944a6c9395,Market Garden Volunteer,,,Heavy Metals,,0.28,P2O5,w%,Phosphorus,,
LEEDS_8d944a6c9395,Market Garden Volunteer,,,Land Cover,Suburban,,,,,,
LEEDS_8d944a6c9395,Market Garden Volunteer,,,Heavy Metals,,0.87,Se,mg/kg,Selenium,,
LEEDS_8d944a6c9395,Market Garden Volunteer,,,Heavy Metals,,293.07,Zr,mg/kg,Zirconium,,
LEEDS_8d944a6c9395,Market Garden Volunteer,,,Heavy Metals,,33.36,Cu,mg/kg,Copper,,
LEEDS_8d944a6c9395,Market Garden Volunteer,,,Heavy Metals,,93.3,Pb,mg/kg,Lead,,
LEEDS_8d944a6c9395,Market Garden Volunteer,,,Heavy Metals,,27.63,Ni,mg/kg,Nickel,,
LEEDS_8d944a6c9395,Market Garden Volunteer,,,Heavy Metals,,0.4,Cd,mg/kg,Cadmium,,
LEEDS_8d944a6c9395,Market Garden Volunteer,,,Heavy Metals,,20.2,As,mg/kg,Arsenic,,
LEEDS_8d944a6c9395,Market Garden Volunteer,ARGILLIC - ARENACEOUS,MEDIUM TO HEAVY,Soil Parent,,,,,,,
LEEDS_97240e204813,Wellbeing At The Walled Garden,,,,,,,,,,
LEEDS_ef63245d192f,Incredible Edible Alwoodley,ARGILLIC - ARENACEOUS,LIGHT(SILTY) TO MEDIUM(SILTY) TO HEAVY,Soil Parent,,,,,,,
LEEDS_ef63245d192f,Incredible Edible Alwoodley,,,Land Cover,Suburban,,,,,,
LEEDS_ef63245d192f,Incredible Edible Alwoodley,,,Heavy Metals,,23.58,Cu,mg/kg,Copper,,
LEEDS_ef63245d192f,Incredible Edible Alwoodley,,,Heavy Metals,,24.79,As,mg/kg,Arsenic,,
LEEDS_ef63245d192f,Incredible Edible Alwoodley,,,Heavy Metals,,196.94,Zr,mg/kg,Zirconium,,
LEEDS_ef63245d192f,Incredible Edible Alwoodley,,,Heavy Metals,,75.36,Pb,mg/kg,Lead,,
LEEDS_ef63245d192f,Incredible Edible Alwoodley,,,Heavy Metals,,0.44,Cd,mg/kg,Cadmium,,
LEEDS_ef63245d192f,Incredible Edible Alwoodley,,,Heavy Metals,,27.55,Ni,mg/kg,Nickel,,
LEEDS_ef63245d192f,Incredible Edible Alwoodley,,,Heavy Metals,,0.24,P2O5,w%,Phosphorus,,
LEEDS_ef63245d192f,Incredible Edible Alwoodley,,,Heavy Metals,,0.7,Se,mg/kg,Selenium,,
LEEDS_4ea58e4e2e09,Incredible Edible Meanwood,,,Heavy Metals,,0.26,P2O5,w%,Phosphorus,,
LEEDS_4ea58e4e2e09,Incredible Edible Meanwood,,,Heavy Metals,,87.3,Pb,mg/kg,Lead,,
LEEDS_4ea58e4e2e09,Incredible Edible Meanwood,,,Heavy Metals,,274.8,Zr,mg/kg,Zirconium,,
LEEDS_4ea58e4e2e09,Incredible Edible Meanwood,,,Heavy Metals,,0.4,Cd,mg/kg,Cadmium,,
LEEDS_4ea58e4e2e09,Incredible Edible Meanwood,,,Land Cover,Urban,,,,,,
LEEDS_4ea58e4e2e09,Incredible Edible Meanwood,ARGILLIC - ARENACEOUS,MEDIUM TO HEAVY,Soil Parent,,,,,,,
LEEDS_4ea58e4e2e09,Incredible Edible Meanwood,,,Heavy Metals,,0.82,Se,mg/kg,Selenium,,
LEEDS_4ea58e4e2e09,Incredible Edible Meanwood,,,Heavy Metals,,33.24,Cu,mg/kg,Copper,,
LEEDS_4ea58e4e2e09,Incredible Edible Meanwood,,,Heavy Metals,,27.33,Ni,mg/kg,Nickel,,
LEEDS_4ea58e4e2e09,Incredible Edible Meanwood,,,Heavy Metals,,19.6,As,mg/kg,Arsenic,,
LEEDS_2976fbfefd36,Incredible Edible Micklefield,,,Heavy Metals,,23.32,Cu,mg/kg,Copper,,
