id,Name,GEN_GRAIN,SOIL_GROUP,Soil_Metric,Land_Cover_Type,value,metal,HM_unit,HM_name,PH_07,LOI_07
LEEDS_2976fbfefd36,Incredible Edible Micklefield,,,Heavy Metals,,70.43,Pb,mg/kg,Lead,,
LEEDS_2976fbfefd36,Incredible Edible Micklefield,ARGILLIC - ARENACEOUS,LIGHT(SILTY) TO MEDIUM(SILTY),Soil Parent,,,,,,,
LEEDS_2976fbfefd36,Incredible Edible Micklefield,,,Heavy Metals,,13.41,As,mg/kg,Arsenic,,
LEEDS_2976fbfefd36,Incredible Edible Micklefield,,,Heavy Metals,,21.11,Ni,mg/kg,Nickel,,
LEEDS_2976fbfefd36,Incredible Edible Micklefield,,,Heavy Metals,,0.62,Se,mg/kg,Selenium,,
LEEDS_2976fbfefd36,Incredible Edible Micklefield,,,Heavy Metals,,0.17,P2O5,w%,Phosphorus,,
LEEDS_2976fbfefd36,Incredible Edible Micklefield,,,Heavy Metals,,295.29,Zr,mg/kg,Zirconium,,
LEEDS_2976fbfefd36,Incredible Edible Micklefield,,,Heavy Metals,,0.56,Cd,mg/kg,Cadmium,,
LEEDS_2976fbfefd36,Incredible Edible Micklefield,,,Land Cover,Suburban,,,,,,
LEEDS_2976fbfefd36,Incredible Edible Micklefield,,,Soil pH,,,,,,7.7,
LEEDS_2976fbfefd36,Incredible Edible Micklefield,,,Soil SOM,,,,,,,3.13
LEEDS_37616ea10cd2,Incredible Edible Pudsey,MIXED (ARGILLIC-RUDACEOUS),MEDIUM TO LIGHT(SILTY) TO HEAVY,Soil Parent,,,,,,,
LEEDS_37616ea10cd2,Incredible Edible Pudsey,,,Heavy Metals,,42.87,Cu,mg/kg,Copper,,
LEEDS_37616ea10cd2,Incredible Edible Pudsey,,,Heavy Metals,,31.78,Ni,mg/kg,Nickel,,
LEEDS_37616ea10cd2,Incredible Edible Pudsey,,,Heavy Metals,,1.0,Se,mg/kg,Selenium,,
LEEDS_37616ea10cd2,Incredible Edible Pudsey,,,Heavy Metals,,0.46,Cd,mg/kg,Cadmium,,
LEEDS_37616ea10cd2,Incredible Edible Pudsey,,,Heavy Metals,,0.29,P2O5,w%,Phosphorus,,
LEEDS_37616ea10cd2,Incredible Edible Pudsey,,,Heavy Metals,,39.27,As,mg/kg,Arsenic,,
LEEDS_37616ea10cd2,Incredible Edible Pudsey,,,Heavy Metals,,303.8,Zr,mg/kg,Zirconium,,
LEEDS_37616ea10cd2,Incredible Edible Pudsey,,,Heavy Metals,,99.33,Pb,mg/kg,Lead,,
LEEDS_37616ea10cd2,Incredible Edible Pudsey,,,Land Cover,Urban,,,,,,
LEEDS_dba1651c60db,Incredible Edible Rothwell,,,Heavy Metals,,307.67,Zr,mg/kg,Zirconium,,
LEEDS_dba1651c60db,Incredible Edible Rothwell,,,Heavy Metals,,20.63,Ni,mg/kg,Nickel,,
LEEDS_dba1651c60db,Incredible Edible Rothwell,,,Heavy Metals,,45.94,Cu,mg/kg,Copper,,
LEEDS_dba1651c60db,Incredible Edible Rothwell,,,Heavy Metals,,0.54,Cd,mg/kg,Cadmium,,
LEEDS_dba1651c60db,Incredible Edible Rothwell,,,Heavy Metals,,1.1,Se,mg/kg,Selenium,,
LEEDS_dba1651c60db,Incredible Edible Rothwell,,,Heavy Metals,,118.59,Pb,mg/kg,Lead,,
LEEDS_dba1651c60db,Incredible Edible Rothwell,,,Land Cover,Suburban,,,,,,
LEEDS_dba1651c60db,Incredible Edible Rothwell,,,Heavy Metals,,0.27,P2O5,w%,Phosphorus,,
LEEDS_dba1651c60db,Incredible Edible Rothwell,,,Heavy Metals,,19.77,As,mg/kg,Arsenic,,
LEEDS_dba1651c60db,Incredible Edible Rothwell,MIXED (ARGILLIC-RUDACEOUS),MEDIUM TO LIGHT(SILTY) TO HEAVY,Soil Parent,,,,,,,
LEEDS_db0a6b0f30bb,Incredible Edible Seacroft,,,Land Cover,Suburban,,,,,,
LEEDS_db0a6b0f30bb,Incredible Edible Seacroft,ARENACEOUS,LIGHT(SILTY) TO MEDIUM(SILTY),Soil Parent,,,,,,,
LEEDS_db0a6b0f30bb,Incredible Edible Seacroft,,,Heavy Metals,,0.24,P2O5,w%,Phosphorus,,
LEEDS_db0a6b0f30bb,Incredible Edible Seacroft,,,Heavy Metals,,33.18,Ni,mg/kg,Nickel,,
LEEDS_db0a6b0f30bb,Incredible Edible Seacroft,,,Heavy Metals,,0.56,Se,mg/kg,Selenium,,
LEEDS_db0a6b0f30bb,Incredible Edible Seacroft,,,Heavy Metals,,66.82,Pb,mg/kg,Lead,,
LEEDS_db0a6b0f30bb,Incredible Edible Seacroft,,,Heavy Metals,,0.36,Cd,mg/kg,Cadmium,,
LEEDS_db0a6b0f30bb,Incredible Edible Seacroft,,,Heavy Metals,,13.31,As,mg/kg,Arsenic,,
LEEDS_db0a6b0f30bb,Incredible Edible Seacroft,,,Heavy Metals,,170.92,Zr,mg/kg,Zirconium,,
LEEDS_db0a6b0f30bb,Incredible Edible Seacroft,,,Heavy Metals,,22.1,Cu,mg/kg,Copper,,
LEEDS_1b7a7dde6577,Incredible Edible Shadwell,,,Soil SOM,,,,,,,10.21
LEEDS_1b7a7dde6577,Incredible Edible Shadwell,,,Soil pH,,,,,,6.07,
LEEDS_1b7a7dde6577,Incredible Edible Shadwell,,,Land Cover,Suburban,,,,,,
LEEDS_1b7a7dde6577,Incredible Edible Shadwell,,,Heavy Metals,,21.77,Cu,mg/kg,Copper,,
LEEDS_1b7a7dde6577,Incredible Edible Shadwell,,,Heavy Metals,,76.34,Pb,mg/kg,Lead,,
LEEDS_1b7a7dde6577,Incredible Edible Shadwell,,,Heavy Metals,,10.55,As,mg/kg,Arsenic,,
LEEDS_1b7a7dde6577,Incredible Edible Shadwell,,,Heavy Metals,,212.42,Zr,mg/kg,Zirconium,,
LEEDS_1b7a7dde6577,Incredible Edible Shadwell,,,Heavy Metals,,0.64,Se,mg/kg,Selenium,,
LEEDS_1b7a7dde6577,Incredible Edible Shadwell,,,Heavy Metals,,27.29,Ni,mg/kg,Nickel,,
LEEDS_1b7a7dde6577,Incredible Edible Shadwell,,,Heavy Metals,,0.34,Cd,mg/kg,Cadmium,,
LEEDS_1b7a7dde6577,Incredible Edible Shadwell,,,Heavy Metals,,0.2,P2O5,w%,Phosphorus,,
LEEDS_1b7a7dde6577,Incredible Edible Shadwell,ARENACEOUS,LIGHT(SILTY) TO MEDIUM(SILTY) TO HEAVY,Soil Parent,,,,,,,
LEEDS_5e36be9f1138,Roots Shoots,ARGILLIC - ARENACEOUS,MEDIUM TO HEAVY,Soil Parent,,,,,,,
LEEDS_5e36be9f1138,Roots Shoots,,,Heavy Metals,,42.95,Cu,mg/kg,Copper,,
LEEDS_5e36be9f1138,Roots Shoots,,,Heavy Metals,,0.35,Cd,mg/kg,Cadmium,,
LEEDS_5e36be9f1138,Roots Shoots,,,Heavy Metals,,89.07,Pb,mg/kg,Lead,,
LEEDS_5e36be9f1138,Roots Shoots,,,Heavy Metals,,0.29,P2O5,w%,Phosphorus,,
LEEDS_5e36be9f1138,Roots Shoots,,,Heavy Metals,,24.8,Ni,mg/kg,Nickel,,
LEEDS_5e36be9f1138,Roots Shoots,,,Heavy Metals,,237.98,Zr,mg/kg,Zirconium,,
LEEDS_5e36be9f1138,Roots Shoots,,,Heavy Metals,,0.81,Se,mg/kg,Selenium,,
LEEDS_5e36be9f1138,Roots Shoots,,,Heavy Metals,,21.5,As,mg/kg,Arsenic,,
LEEDS_5e36be9f1138,Roots Shoots,,,Land Cover,Urban,,,,,,
LEEDS_984f810b9313,Gotts Park Rose Garden Group,,,Land Cover,Suburban,,,,,,
LEEDS_984f810b9313,Gotts Park Rose Garden Group,,,Heavy Metals,,0.32,P2O5,w%,Phosphorus,,
LEEDS_984f810b9313,Gotts Park Rose Garden Group,,,Heavy Metals,,1.09,Se,mg/kg,Selenium,,
LEEDS_984f810b9313,Gotts Park Rose Garden Group,,,Heavy Metals,,45.61,Cu,mg/kg,Copper,,
LEEDS_984f810b9313,Gotts Park Rose Garden Group,,,Heavy Metals,,98.45,Pb,mg/kg,Lead,,
LEEDS_984f810b9313,Gotts Park Rose Garden Group,,,Heavy Metals,,288.55,Zr,mg/kg,Zirconium,,
LEEDS_984f810b9313,Gotts Park Rose Garden Group,,,Heavy Metals,,28.85,Ni,mg/kg,Nickel,,
LEEDS_984f810b9313,Gotts Park Rose Garden Group,,,Heavy Metals,,0.5,Cd,mg/kg,Cadmium,,
LEEDS_984f810b9313,Gotts Park Rose Garden Group,,,Heavy Metals,,25.94,As,mg/kg,Arsenic,,
LEEDS_984f810b9313,Gotts Park Rose Garden Group,ARENACEOUS,LIGHT(SILTY) TO MEDIUM(SILTY),Soil Parent,,,,,,,
LEEDS_984f810b9313,Gotts Park Rose Garden Group,,,Soil pH,,,,,,6.07,
LEEDS_984f810b9313,Gotts Park Rose Garden Group,,,Soil SOM,,,,,,,10.21
LEEDS_d556762b5718,Gotts Park Mansion Garden Group,,,Land Cover,Suburban,,,,,,
LEEDS_d556762b5718,Gotts Park Mansion Garden Group,,,Heavy Metals,,0.32,P2O5,w%,Phosphorus,,
LEEDS_d556762b5718,Gotts Park Mansion Garden Group,,,Heavy Metals,,1.09,Se,mg/kg,Selenium,,
LEEDS_d556762b5718,Gotts Park Mansion Garden Group,,,Heavy Metals,,45.61,Cu,mg/kg,Copper,,
LEEDS_d556762b5718,Gotts Park Mansion Garden Group,,,Heavy Metals,,98.45,Pb,mg/kg,Lead,,
LEEDS_d556762b5718,Gotts Park Mansion Garden Group,,,Heavy Metals,,288.55,Zr,mg/kg,Zirconium,,
LEEDS_d556762b5718,Gotts Park Mansion Garden Group,,,Heavy Metals,,28.85,Ni,mg/kg,Nickel,,
LEEDS_d556762b5718,Gotts Park Mansion Garden Group,,,Heavy Metals,,0.5,Cd,mg/kg,Cadmium,,
LEEDS_d556762b5718,Gotts Park Mansion Garden Group,,,Heavy Metals,,25.94,As,mg/kg,Arsenic,,
LEEDS_d556762b5718,Gotts Park Mansion Garden Group,ARENACEOUS,LIGHT(SILTY) TO MEDIUM(SILTY),Soil Parent,,,,,,,
LEEDS_d556762b5718,Gotts Park Mansion Garden Group,,,Soil pH,,,,,,6.07,
LEEDS_d556762b5718,Gotts Park Mansion Garden Group,,,Soil SOM,,,,,,,10.21
LEEDS_541f51d75294,Growing Friendship,,,Heavy Metals,,130.23,Zr,mg/kg,Zirconium,,
LEEDS_541f51d75294,Growing Friendship,,,Heavy Metals,,0.27,Cd,mg/kg,Cadmium,,
LEEDS_541f51d75294,Growing Friendship,,,Heavy Metals,,44.06,Ni,mg/kg,Nickel,,
LEEDS_541f51d75294,Growing Friendship,,,Heavy Metals,,25.81,Cu,mg/kg,Copper,,
LEEDS_541f51d75294,Growing Friendship,,,Heavy Metals,,62.95,Pb,mg/kg,Lead,,
LEEDS_541f51d75294,Growing Friendship,,,Heavy Metals,,13.09,As,mg/kg,Arsenic,,
LEEDS_541f51d75294,Growing Friendship,,,Heavy Metals,,0.47,Se,mg/kg,Selenium,,
LEEDS_541f51d75294,Growing Friendship,,,Land Cover,Suburban,,,,,,
LEEDS_541f51d75294,Growing Friendship,,,Heavy Metals,,0.19,P2O5,w%,Phosphorus,,
LEEDS_541f51d75294,Growing Friendship,ARGILLIC - ARENACEOUS,MEDIUM TO HEAVY,Soil Parent,,,,,,,
LEEDS_cb3c3c3e103d,Volunteer Action Day Hunslet Cemetery,,,Heavy Metals,,110.43,Pb,mg/kg,Lead,,
LEEDS_cb3c3c3e103d,Volunteer Action Day Hunslet Cemetery,,,Heavy Metals,,24.62,Ni,mg/kg,Nickel,,
LEEDS_cb3c3c3e103d,Volunteer Action Day Hunslet Cemetery,,,Heavy Metals,,1.02,Se,mg/kg,Selenium,,
LEEDS_cb3c3c3e103d,Volunteer Action Day Hunslet Cemetery,,,Heavy Metals,,254.6,Zr,mg/kg,Zirconium,,
LEEDS_cb3c3c3e103d,Volunteer Action Day Hunslet Cemetery,,,Heavy Metals,,0.52,Cd,mg/kg,Cadmium,,
LEEDS_cb3c3c3e103d,Volunteer Action Day Hunslet Cemetery,,,Heavy Metals,,49.1,Cu,mg/kg,Copper,,
LEEDS_cb3c3c3e103d,Volunteer Action Day Hunslet Cemetery,,,Heavy Metals,,0.33,P2O5,w%,Phosphorus,,
LEEDS_cb3c3c3e103d,Volunteer Action Day Hunslet Cemetery,,,Heavy Metals,,24.82,As,mg/kg,Arsenic,,
LEEDS_cb3c3c3e103d,Volunteer Action Day Hunslet Cemetery,,,Land Cover,Deciduous woodland,,,,,,
LEEDS_cb3c3c3e103d,Volunteer Action Day Hunslet Cemetery,ARENACEOUS,MEDIUM TO HEAVY,Soil Parent,,,,,,,
LEEDS_c47b476a98f0,Beckhill Community Garden,ARGILLIC - ARENACEOUS,MEDIUM TO HEAVY,Soil Parent,,,,,,,
LEEDS_c47b476a98f0,Beckhill Community Garden,,,Heavy Metals,,26.36,Ni,mg/kg,Nickel,,
LEEDS_c47b476a98f0,Beckhill Community Garden,,,Heavy Metals,,0.4,Cd,mg/kg,Cadmium,,
LEEDS_c47b476a98f0,Beckhill Community Garden,,,Heavy Metals,,278.09,Zr,mg/kg,Zirconium,,
LEEDS_c47b476a98f0,Beckhill Community Garden,,,Heavy Metals,,0.26,P2O5,w%,Phosphorus,,
LEEDS_c47b476a98f0,Beckhill Community Garden,,,Heavy Metals,,91.55,Pb,mg/kg,Lead,,
LEEDS_c47b476a98f0,Beckhill Community Garden,,,Heavy Metals,,33.15,Cu,mg/kg,Copper,,
LEEDS_c47b476a98f0,Beckhill Community Garden,,,Heavy Metals,,0.81,Se,mg/kg,Selenium,,
LEEDS_c47b476a98f0,Beckhill Community Garden,,,Heavy Metals,,20.0,As,mg/kg,Arsenic,,
LEEDS_c47b476a98f0,Beckhill Community Garden,,,Land Cover,Suburban,,,,,,
LEEDS_de50601a4bf6,St Vincents Gardening Group,,,Land Cover,Urban,,,,,,
LEEDS_de50601a4bf6,St Vincents Gardening Group,ARGILLIC - ARENACEOUS,MEDIUM TO HEAVY,Soil Parent,,,,,,,
LEEDS_de50601a4bf6,St Vincents Gardening Group,,,Heavy Metals,,0.87,Se,mg/kg,Selenium,,
LEEDS_de50601a4bf6,St Vincents Gardening Group,,,Heavy Metals,,23.02,As,mg/kg,Arsenic,,
LEEDS_de50601a4bf6,St Vincents Gardening Group,,,Heavy Metals,,217.91,Zr,mg/kg,Zirconium,,
LEEDS_de50601a4bf6,St Vincents Gardening Group,,,Heavy Metals,,28.65,Ni,mg/kg,Nickel,,
LEEDS_de50601a4bf6,St Vincents Gardening Group,,,Heavy Metals,,102.0,Pb,mg/kg,Lead,,
LEEDS_de50601a4bf6,St Vincents Gardening Group,,,Heavy Metals,,48.59,Cu,mg/kg,Copper,,
LEEDS_de50601a4bf6,St Vincents Gardening Group,,,Heavy Metals,,0.42,Cd,mg/kg,Cadmium,,
LEEDS_de50601a4bf6,St Vincents Gardening Group,,,Heavy Metals,,0.29,P2O5,w%,Phosphorus,,
LEEDS_09e28ba992ff,Bramley Elderly Action Community Garden Group,,,Heavy Metals,,0.29,P2O5,w%,Phosphorus,,
LEEDS_09e28ba992ff,Bramley Elderly Action Community Garden Group,,,Heavy Metals,,334.6,Zr,mg/kg,Zirconium,,
LEEDS_09e28ba992ff,Bramley Elderly Action Community Garden Group,,,Heavy Metals,,23.64,Ni,mg/kg,Nickel,,
LEEDS_09e28ba992ff,Bramley Elderly Action Community Garden Group,,,Heavy Metals,,23.7,As,mg/kg,Arsenic,,
LEEDS_09e28ba992ff,Bramley Elderly Action Community Garden Group,,,Heavy Metals,,105.64,Pb,mg/kg,Lead,,
LEEDS_09e28ba992ff,Bramley Elderly Action Community Garden Group,,,Heavy Metals,,45.99,Cu,mg/kg,Copper,,
LEEDS_09e28ba992ff,Bramley Elderly Action Community Garden Group,,,Heavy Metals,,0.46,Cd,mg/kg,Cadmium,,
LEEDS_09e28ba992ff,Bramley Elderly Action Community Garden Group,,,Heavy Metals,,1.1,Se,mg/kg,Selenium,,
LEEDS_09e28ba992ff,Bramley Elderly Action Community Garden Group,ARENACEOUS,LIGHT(SILTY) TO MEDIUM(SILTY),Soil Parent,,,,,,,
LEEDS_09e28ba992ff,Bramley Elderly Action Community Garden Group,,,Land Cover,Suburban,,,,,,
LEEDS_8d4df1f041f6,Owls Allotments Group,,,Heavy Metals,,0.29,P2O5,w%,Phosphorus,,
LEEDS_8d4df1f041f6,Owls Allotments Group,,,Heavy Metals,,32.88,Cu,mg/kg,Copper,,
LEEDS_8d4df1f041f6,Owls Allotments Group,,,Heavy Metals,,32.05,Ni,mg/kg,Nickel,,
LEEDS_8d4df1f041f6,Owls Allotments Group,,,Heavy Metals,,292.62,Zr,mg/kg,Zirconium,,
LEEDS_8d4df1f041f6,Owls Allotments Group,,,Heavy Metals,,97.2,Pb,mg/kg,Lead,,
LEEDS_8d4df1f041f6,Owls Allotments Group,,,Heavy Metals,,0.96,Se,mg/kg,Selenium,,
LEEDS_8d4df1f041f6,Owls Allotments Group,,,Heavy Metals,,0.44,Cd,mg/kg,Cadmium,,
LEEDS_8d4df1f041f6,Owls Allotments Group,,,Heavy Metals,,21.99,As,mg/kg,Arsenic,,
LEEDS_8d4df1f041f6,Owls Allotments Group,,,Land Cover,Suburban,,,,,,
LEEDS_8d4df1f041f6,Owls Allotments Group,ARGILLIC - ARENACEOUS,MEDIUM TO HEAVY,Soil Parent,,,,,,,
LEEDS_53843ce7294b,Herb Fruit And Flower Garden,,,Heavy Metals,,333.0,Zr,mg/kg,Zirconium,,
LEEDS_53843ce7294b,Herb Fruit And Flower Garden,,,Heavy Metals,,30.15,Ni,mg/kg,Nickel,,
LEEDS_53843ce7294b,Herb Fruit And Flower Garden,,,Heavy Metals,,46.2,Cu,mg/kg,Copper,,
LEEDS_53843ce7294b,Herb Fruit And Flower Garden,,,Heavy Metals,,0.44,Cd,mg/kg,Cadmium,,
LEEDS_53843ce7294b,Herb Fruit And Flower Garden,,,Heavy Metals,,23.6,As,mg/kg,Arsenic,,
LEEDS_53843ce7294b,Herb Fruit And Flower Garden,,,Heavy Metals,,1.04,Se,mg/kg,Selenium,,
LEEDS_53843ce7294b,Herb Fruit And Flower Garden,,,Heavy Metals,,104.23,Pb,mg/kg,Lead,,
LEEDS_53843ce7294b,Herb Fruit And Flower Garden,,,Land Cover,Suburban,,,,,,
LEEDS_53843ce7294b,Herb Fruit And Flower Garden,,,Heavy Metals,,0.29,P2O5,w%,Phosphorus,,
LEEDS_53843ce7294b,Herb Fruit And Flower Garden,ARENACEOUS,LIGHT(SILTY) TO MEDIUM(SILTY) TO HEAVY,Soil Parent,,,,,,,
LEEDS_5d6595209d35,Seacroft Community Forest Garden,ARENACEOUS,LIGHT(SILTY) TO MEDIUM(SILTY) TO HEAVY,Soil Parent,,,,,,,
LEEDS_5d6595209d35,Seacroft Community Forest Garden,,,Heavy Metals,,130.23,Zr,mg/kg,Zirconium,,
LEEDS_5d6595209d35,Seacroft Community Forest Garden,,,Heavy Metals,,0.27,Cd,mg/kg,Cadmium,,
LEEDS_5d6595209d35,Seacroft Community Forest Garden,,,Heavy Metals,,44.06,Ni,mg/kg,Nickel,,
LEEDS_5d6595209d35,Seacroft Community Forest Garden,,,Heavy Metals,,25.81,Cu,mg/kg,Copper,,
LEEDS_5d6595209d35,Seacroft Community Forest Garden,,,Heavy Metals,,62.95,Pb,mg/kg,Lead,,
LEEDS_5d6595209d35,Seacroft Community Forest Garden,,,Heavy Metals,,13.09,As,mg/kg,Arsenic,,
LEEDS_5d6595209d35,Seacroft Community Forest Garden,,,Heavy Metals,,0.47,Se,mg/kg,Selenium,,
LEEDS_5d6595209d35,Seacroft Community Forest Garden,,,Land Cover,Suburban,,,,,,
LEEDS_5d6595209d35,Seacroft Community Forest Garden,,,Heavy Metals,,0.19,P2O5,w%,Phosphorus,,
LEEDS_02c3d4d04d13,Fruit Works Coop Tree Nursery,,,,,,,,,,
LEEDS_aa4564bb77eb,Volunteering At A Community Farm,,,Heavy Metals,,48.86,Cu,mg/kg,Copper,,
LEEDS_aa4564bb77eb,Volunteering At A Community Farm,,,Heavy Metals,,30.76,Ni,mg/kg,Nickel,,
LEEDS_aa4564bb77eb,Volunteering At A Community Farm,,,Heavy Metals,,1.03,Se,mg/kg,Selenium,,
LEEDS_aa4564bb77eb,Volunteering At A Community Farm,,,Heavy Metals,,0.51,Cd,mg/kg,Cadmium,,
LEEDS_aa4564bb77eb,Volunteering At A Community Farm,,,Heavy Metals,,25.37,As,mg/kg,Arsenic,,
LEEDS_aa4564bb77eb,Volunteering At A Community Farm,,,Heavy Metals,,0.32,P2O5,w%,Phosphorus,,
LEEDS_aa4564bb77eb,Volunteering At A Community Farm,,,Heavy Metals,,281.05,Zr,mg/kg,Zirconium,,
LEEDS_aa4564bb77eb,Volunteering At A Community Farm,,,Heavy Metals,,98.47,Pb,mg/kg,Lead,,
LEEDS_aa4564bb77eb,Volunteering At A Community Farm,,,Land Cover,Suburban,,,,,,
LEEDS_aa4564bb77eb,Volunteering At A Community Farm,ARGILLIC - ARENACEOUS,MEDIUM TO HEAVY,Soil Parent,,,,,,,
LEEDS_aa4564bb77eb,Volunteering At A Community Farm,,,Soil pH,,,,,,6.07,
LEEDS_aa4564bb77eb,Volunteering At A Community Farm,,,Soil SOM,,,,,,,10.21
LEEDS_b32056329f9e,Lydgate Place Allotments,MIXED (ARGILLIC-RUDACEOUS),MEDIUM TO LIGHT(SILTY) TO HEAVY,Soil Parent,,,,,,,
LEEDS_b32056329f9e,Lydgate Place Allotments,,,Land Cover,Suburban,,,,,,
LEEDS_b32056329f9e,Lydgate Place Allotments,,,Land Cover,Improve grassland,,,,,,
LEEDS_b32056329f9e,Lydgate Place Allotments,,,Heavy Metals,,50.23,Cu,mg/kg,Copper,,
LEEDS_b32056329f9e,Lydgate Place Allotments,,,Heavy Metals,,97.71,Pb,mg/kg,Lead,,
LEEDS_b32056329f9e,Lydgate Place Allotments,,,Heavy Metals,,0.87,Se,mg/kg,Selenium,,
LEEDS_b32056329f9e,Lydgate Place Allotments,,,Heavy Metals,,266.8,Zr,mg/kg,Zirconium,,
LEEDS_b32056329f9e,Lydgate Place Allotments,MIXED (ARGILLIC-RUDACEOUS),MEDIUM TO LIGHT(SILTY) TO HEAVY,Soil Parent,,,,,,,
LEEDS_b32056329f9e,Lydgate Place Allotments,,,Heavy Metals,,30.8,As,mg/kg,Arsenic,,
LEEDS_b32056329f9e,Lydgate Place Allotments,,,Heavy Metals,,0.33,P2O5,w%,Phosphorus,,
LEEDS_b32056329f9e,Lydgate Place Allotments,,,Heavy Metals,,28.06,Ni,mg/kg,Nickel,,
LEEDS_b32056329f9e,Lydgate Place Allotments,,,Heavy Metals,,0.51,Cd,mg/kg,Cadmium,,
LEEDS_b32056329f9e,Lydgate Place Allotments,,,Land Cover,Improve grassland,,,,,,
LEEDS_b32056329f9e,Lydgate Place Allotments,,,Soil SOM,,,,,,,14.86
LEEDS_b32056329f9e,Lydgate Place Allotments,,,Soil pH,,,,,,5.74,
LEEDS_043b343b2257,Pondfields Drive East View Allotments,,,Land Cover,Suburban,,,,,,
LEEDS_043b343b2257,Pondfields Drive East View Allotments,,,Land Cover,Suburban,,,,,,
LEEDS_043b343b2257,Pondfields Drive East View Allotments,,,Heavy Metals,,15.26,As,mg/kg,Arsenic,,
LEEDS_043b343b2257,Pondfields Drive East View Allotments,,,Heavy Metals,,26.14,Ni,mg/kg,Nickel,,
LEEDS_043b343b2257,Pondfields Drive East View Allotments,,,Heavy Metals,,0.77,Se,mg/kg,Selenium,,
LEEDS_043b343b2257,Pondfields Drive East View Allotments,,,Heavy Metals,,265.23,Zr,mg/kg,Zirconium,,
LEEDS_043b343b2257,Pondfields Drive East View Allotments,ARENACEOUS,LIGHT(SILTY) TO MEDIUM(SILTY) TO HEAVY,Soil Parent,,,,,,,
LEEDS_043b343b2257,Pondfields Drive East View Allotments,,,Heavy Metals,,62.47,Pb,mg/kg,Lead,,
LEEDS_043b343b2257,Pondfields Drive East View Allotments,,,Heavy Metals,,0.47,Cd,mg/kg,Cadmium,,
LEEDS_043b343b2257,Pondfields Drive East View Allotments,,,Heavy Metals,,27.55,Cu,mg/kg,Copper,,
LEEDS_043b343b2257,Pondfields Drive East View Allotments,,,Heavy Metals,,0.21,P2O5,w%,Phosphorus,,
LEEDS_043b343b2257,Pondfields Drive East View Allotments,ARGILLIC - ARENACEOUS,HEAVY TO MEDIUM,Soil Parent,,,,,,,
LEEDS_043b343b2257,Pondfields Drive East View Allotments,ARENACEOUS,LIGHT(SILTY) TO MEDIUM(SILTY) TO HEAVY,Soil Parent,,,,,,,
LEEDS_2397031d39fd,Shafton Lane Allotments,,,Land Cover,Urban,,,,,,
LEEDS_2397031d39fd,Shafton Lane Allotments,,,Land Cover,Urban,,,,,,
LEEDS_2397031d39fd,Shafton Lane Allotments,ARGILLIC - ARENACEOUS,MEDIUM TO HEAVY,Soil Parent,,,,,,,
LEEDS_2397031d39fd,Shafton Lane Allotments,,,Land Cover,Improve grassland,,,,,,
LEEDS_2397031d39fd,Shafton Lane Allotments,,,Heavy Metals,,32.07,Ni,mg/kg,Nickel,,
LEEDS_2397031d39fd,Shafton Lane Allotments,,,Heavy Metals,,0.45,Cd,mg/kg,Cadmium,,
LEEDS_2397031d39fd,Shafton Lane Allotments,,,Heavy Metals,,220.7,Zr,mg/kg,Zirconium,,
LEEDS_2397031d39fd,Shafton Lane Allotments,,,Heavy Metals,,0.98,Se,mg/kg,Selenium,,
LEEDS_2397031d39fd,Shafton Lane Allotments,,,Heavy Metals,,66.05,Cu,mg/kg,Copper,,
LEEDS_2397031d39fd,Shafton Lane Allotments,,,Heavy Metals,,122.36,Pb,mg/kg,Lead,,
LEEDS_2397031d39fd,Shafton Lane Allotments,,,Heavy Metals,,0.31,P2O5,w%,Phosphorus,,
LEEDS_2397031d39fd,Shafton Lane Allotments,,,Heavy Metals,,37.26,As,mg/kg,Arsenic,,
LEEDS_2397031d39fd,Shafton Lane Allotments,ARENACEOUS,LIGHT(SILTY) TO MEDIUM(SILTY) TO HEAVY,Soil Parent,,,,,,,
LEEDS_2397031d39fd,Shafton Lane Allotments,ARGILLIC - ARENACEOUS,ALL,Soil Parent,,,,,,,
LEEDS_a78f4c98cd13,Gallows Hill Allotments | White Bridge Allotments,ARGILLIC - ARENACEOUS,ALL,Soil Parent,,,,,,,
LEEDS_a78f4c98cd13,Gallows Hill Allotments | White Bridge Allotments,,,Heavy Metals,,0.81,Cd,mg/kg,Cadmium,,
LEEDS_a78f4c98cd13,Gallows Hill Allotments | White Bridge Allotments,,,Heavy Metals,,256.49,Zr,mg/kg,Zirconium,,
LEEDS_a78f4c98cd13,Gallows Hill Allotments | White Bridge Allotments,,,Land Cover,Improve grassland,,,,,,
LEEDS_a78f4c98cd13,Gallows Hill Allotments | White Bridge Allotments,,,Heavy Metals,,25.8,Ni,mg/kg,Nickel,,
LEEDS_a78f4c98cd13,Gallows Hill Allotments | White Bridge Allotments,,,Heavy Metals,,95.59,Pb,mg/kg,Lead,,
LEEDS_a78f4c98cd13,Gallows Hill Allotments | White Bridge Allotments,,,Heavy Metals,,30.41,Cu,mg/kg,Copper,,
LEEDS_a78f4c98cd13,Gallows Hill Allotments | White Bridge Allotments,,,Heavy Metals,,1.25,Se,mg/kg,Selenium,,
LEEDS_a78f4c98cd13,Gallows Hill Allotments | White Bridge Allotments,,,Heavy Metals,,13.1,As,mg/kg,Arsenic,,
LEEDS_a78f4c98cd13,Gallows Hill Allotments | White Bridge Allotments,,,Heavy Metals,,0.31,P2O5,w%,Phosphorus,,
